iter	Logloss
365	0.3397552437
366	0.3394137215
367	0.3393295343
368	0.3388112333
369	0.3385531202
370	0.338238438
371	0.338124075
372	0.3378560191
373	0.3374732317
374	0.3371811866
375	0.3367435176
376	0.3363753628
377	0.3361318401
378	0.3357889863
379	0.3353798633
380	0.3351310159
381	0.33475193533382	0.3344753146
383	0.33423390238384	0.3336040183385	0.333133281
386	0.3328357123
387	0.3326318045
388	0.3322273396
389	0.3319141027
390	0.3316139841
391	0.3314128087
392	0.3310115355
393	0.3308158919
394	0.3306107904
395	0.3304302997
396	0.3301816904
397	0.3299244682
398	0.3297300929
399	0.3293132541
400	0.3288961691
401	0.3286592423
402	0.3284062587
403	0.32820844
404	0.3280614586
405	0.3277917405
406	0.3273817397
407	0.327159809
408	0.3268927571
409	0.3266645313
410	0.3264952146
411	0.3260811975
412	0.3257874356
413	0.3256109857
414	0.3252850272
415	0.3251034789
416	0.3248652749
417	0.3245612271
418	0.3243085172
419	0.3267910855
420	0.3264799512
421	0.3230827072
422	0.3228447862
423	0.3226396794
424	0.3221898925
425	0.3217748458
426	0.3214919929
427	0.3213062452
428	0.3211831398
429	0.3209891685
430	0.3239176096
431	0.3202971101
432	0.3200237469
433	0.323290549
434	0.3229318414
435	0.3225671437
436	0.3223610555
437	0.3220298074
438	0.32177107
439	0.3215914009
440	0.321417911
441	0.3212589232
442	0.3211014172
443	0.3208835696
444	0.3207086295
445	0.3202551219
446	0.3198804934
447	0.3196672172
448	0.3194800133
449	0.3193423058
450	0.3190127917
451	0.3187840359
452	0.318315774
453	0.3181247869
454	0.317914348
455	0.3178395673
456	0.3177172448
457	0.3175857166
458	0.3174696363
459	0.3171508411
460	0.3170165385
461	0.3166932666
462	0.3165256406
463	0.3161892852
464	0.3160463443
465	0.3155349858
466	0.3151790524
467	0.3148818213
468	0.3146687342
469	0.3145499111
470	0.3143381166
471	0.3140279912
472	0.3138482275
473	0.313532049
474	0.3133664722
475	0.3130140699
476	0.3126314021
477	0.3124793817
478	0.3122671774
479	0.3119536786
480	0.3118045271
481	0.3115793023
482	0.3114575473
483	0.3112994738
484	0.310828469
485	0.3104918929
486	0.310344097
487	0.3102328088
488	0.3099762467
489	0.3097700639
490	0.3095580802
491	0.309343007
492	0.3089925593
493	0.3088313016
494	0.308625371
495	0.3081593789
496	0.3078201861
497	0.3075855665
498	0.3073777128
499	0.3071980122
500	0.3070976951
501	0.3068580943
502	0.3065729062
503	0.3063081473
504	0.3060560305
505	0.3058163667
506	0.3055258507
507	0.3051808885
508	0.3048170105
509	0.3046846626
510	0.3044449987
511	0.3040243417
512	0.3037668023
513	0.3036707728
514	0.3033080613
515	0.3031379763
516	0.3029496374
517	0.3026845002
518	0.3023589583
519	0.3022107842
520	0.3018936283
521	0.3015546247
522	0.3012225569
523	0.3010209769
524	0.3009165614
525	0.3006895081
526	0.3002260066
5527	0.29876593635528	0.29863656065529	0.29831375
530	0.2980121617
531	0.2979270886
532	0.2977767957
533	0.2974364551
534	0.2972787625
535	0.2972240851
536	0.2969598734
537	0.2966719479
538	0.2964892373
539	0.2962481909
540	0.2959411783
541	0.2956065542
542	0.2955304265
543	0.2953828057
544	0.2949626076
545	0.294644423
546	0.2944862454
547	0.2943479271
548	0.294155535
549	0.2939749598
550	0.2938693289
551	0.2937369802
552	0.2935523852
553	0.2932805582
554	0.2931260151
555	0.2929527918
556	0.2927262473
557	0.2924876783
558	0.2923043921
559	0.2920960667
560	0.2919653166
561	0.2917975936
562	0.29152434
563	0.2913808994
564	0.291116824
565	0.2910081524
566	0.2907389706
567	0.2904945601
568	0.2903460506
569	0.2899137852
570	0.2896710212
571	0.289529028
572	0.2892156244
573	0.28897854
574	0.2888216405
575	0.2885533839
576	0.2883490874
577	0.2881992233
578	0.2880233609
579	0.287779993
580	0.2876487072
581	0.287418252
582	0.2872168034
583	0.2868328443
584	0.286663071
585	0.2864017735
586	0.2863125396
587	0.2860123622
588	0.2858211984
589	0.2855790325
590	0.2853004562
591	0.284889286
592	0.2846457837
593	0.2844973281
594	0.2843760817
595	0.284045782
596	0.2837986777
597	0.2836903876
598	0.2834102546
599	0.2831607447
600	0.2830453359
601	0.2828035032
602	0.2825424725
603	0.2824706609
604	0.2821772692
605	0.2820457759
606	0.2817606138
607	0.2816439521
608	0.2815359591
609	0.2813558848
610	0.2811119215
611	0.2808992207
612	0.2807919461
613	0.2807330166
614	0.2806103901
615	0.2803173334
616	0.2801468809
617	0.2800401407
618	0.2796837573
619	0.2795371427
620	0.279316955
621	0.2792006397
622	0.2789471749
623	0.2786327077
624	0.2784541009
625	0.2783093373
626	0.2781631782
627	0.2778915701
628	0.2778114613
629	0.2775339653
630	0.2772655084
631	0.2770717033
632	0.276922699
633	0.2767252453
634	0.2763824086
635	0.2763185405
636	0.2760939212
637	0.2759856084
638	0.27579859
639	0.2756092359
640	0.2755074391
641	0.2754014789
642	0.2752228982
643	0.275163077
644	0.2748377393
645	0.2746016446
646	0.2743932961
647	0.2742228966
648	0.2739906726
649	0.2738231104
650	0.2734500819
651	0.2733703862
652	0.2729820293
653	0.2728050394
654	0.2725783304
655	0.2723746375
656	0.2721218632
657	0.2717520189
658	0.2714883072
659	0.271281964
660	0.2711188663
661	0.2709829092
662	0.2707226656
663	0.2706611278
664	0.2704303458
665	0.2701094903
666	0.2699322006
667	0.269583013
668	0.2694576092
669	0.2692321552
670	0.2690250937
671	0.2687507693
672	0.2684907044
673	0.2682061508
674	0.2680321986
675	0.2677882491
676	0.2676396927
677	0.267286295
678	0.2671617972
679	0.2670364995
680	0.2668444592
681	0.2666803738
682	0.2665683934
683	0.2661236849
684	0.2658343245
685	0.2655556663
686	0.265365615
687	0.2651623912
688	0.264788242
689	0.264645383
690	0.2644187778
691	0.2642443028
692	0.2639546975
693	0.2638366673
694	0.2635844419
695	0.2634566756
696	0.2632541229
697	0.2631471879
698	0.2628569187
699	0.2627296909
700	0.2625238801
701	0.2623790601
702	0.2620551396
703	0.2619011531
704	0.261693662
705	0.261532604
706	0.2613026583
707	0.2610333396
708	0.2606218753
709	0.2602816452
710	0.2600150536
711	0.2598300975
712	0.2596640434
713	0.2594724749
714	0.2594323636
715	0.2592216821
716	0.2591389003
717	0.2589866798
718	0.2588471516
719	0.2585264019
720	0.2584227513
721	0.2581744695
722	0.2580741619
723	0.2579873544
724	0.2578615113
725	0.2577124725
726	0.2575227014
727	0.2573014763
728	0.2570232459
729	0.2567335336
730	0.2566286955
731	0.256405681
732	0.2563321029
733	0.256187151
734	0.2560767002
735	0.2557396438
736	0.2551841324
737	0.2548500529
738	0.2547253834
739	0.2545375595
740	0.2544785618
741	0.254236933
742	0.2539860966
743	0.2536473889
744	0.2535429893
745	0.253250921
746	0.2529793403
747	0.2526867246
748	0.252499053
749	0.252249248
750	0.2521137202
751	0.2518957199
752	0.2517710667
753	0.2516142064
754	0.2515108374
755	0.2511866667
756	0.2509551439
757	0.2508219972
758	0.2507080175
759	0.2505163296
760	0.2503058879
761	0.2502412704
762	0.2499269125
763	0.2497873328
764	0.2495513803
765	0.2493055437
766	0.2491787581
767	0.2489158042
768	0.2487957109
769	0.2486109983
770	0.2483931757
771	0.2481095601
772	0.2478701239
773	0.2475915031
774	0.2474966693
775	0.247195632
776	0.2469048348
777	0.2465885049
778	0.2462851415
779	0.2460145417
780	0.2456111276
781	0.2454273883
782	0.2453429005
783	0.2453060026
784	0.2451152744
785	0.2448910302
786	0.2446064484
787	0.2445122666
788	0.2443853157
789	0.2443014903
790	0.2440519087
791	0.2438334957
792	0.2436676319
793	0.2434770379
794	0.2433984095
795	0.2433213736
796	0.2430114209
797	0.2428496931
798	0.2426518673
799	0.2424306297
800	0.2423041029
801	0.2422404695
802	0.2421393965
803	0.2418021063
804	0.2416033826
805	0.2413029217
806	0.2411352792
807	0.24106482
808	0.240874409
809	0.2407486802
810	0.2404139986
811	0.2401582889
812	0.2399539022
813	0.2397003378
814	0.2395384193
815	0.2393808185
816	0.2391606998
817	0.2390097609
818	0.2388208693
819	0.2386358444
820	0.2385377622
821	0.238484136
822	0.2382751391
823	0.2380049664
824	0.2377699027
825	0.237675719
826	0.2375723706
827	0.23734914
828	0.2372179407
829	0.2370601619
830	0.2368180563
831	0.2366876234
832	0.2366155319
833	0.2363453063
834	0.2361472184
835	0.236067838
836	0.2358005597
837	0.2355445145
838	0.2352621093
839	0.2350060331
840	0.2348975716
841	0.2346219186
842	0.2345420776
843	0.2343679993
844	0.2341416394
845	0.2339171919
846	0.2336968103
847	0.2334300749
848	0.2332260857
849	0.2330045439
850	0.2328922515
851	0.232785782
852	0.2325371218
853	0.232444871
854	0.232292926
855	0.2321050906
856	0.231897211
857	0.2317247997
858	0.2316578493
859	0.2314943987
860	0.2313096878
861	0.2310481736
862	0.2309479625
863	0.2304934451
864	0.2303064141
865	0.2301617784
866	0.2300339945
867	0.2297216997
868	0.2295601274
869	0.2294427535
870	0.2292348597
871	0.2291754721
872	0.2289910169
873	0.2288373373
874	0.2286583627
875	0.2285464154
876	0.2283524408
877	0.2281102336
878	0.2280778189
879	0.2279801685
880	0.2278370345
881	0.2276785202
882	0.2274296453
883	0.2272948544
884	0.2270288642
885	0.2269517958
886	0.2267459952
887	0.2264386443
888	0.2262992476
889	0.2261918113
890	0.2260456918
891	0.2258381379
892	0.2255867541
893	0.2255057046
894	0.2253830044
895	0.2250880639
896	0.2248673844
897	0.2247577334
898	0.2245856953
899	0.2245027433
900	0.2243290642
901	0.2242001769
902	0.2239867492
903	0.2238973116
904	0.2236854311
905	0.2233014595
906	0.223199627
907	0.2230927132
908	0.2230179096
909	0.2228036552
910	0.2226534443
911	0.2225538903
912	0.2224751218
913	0.2223160601
914	0.2222353015
915	0.2221741319
916	0.221830545
917	0.2217085212
918	0.2213652448
919	0.2211078333
920	0.2210368512
921	0.2207450399
922	0.2205590356
923	0.2204929779
924	0.2203338171
925	0.220070825
926	0.2198557994
927	0.2197875232
928	0.2196865618
929	0.2193322203
930	0.2191609532
931	0.2190620567
932	0.2189474766
933	0.2188690229
934	0.2185324771
935	0.2182795943
936	0.2181079043
937	0.2179014369
938	0.2178087942
939	0.2176857118
940	0.2175566241
941	0.2172952882
942	0.2169622881
943	0.2167072694
944	0.2165557905
945	0.2164438427
946	0.2162117901
947	0.2160798521
948	0.2160131352
949	0.2158140638
950	0.2155808901
951	0.2153391131
952	0.2152660306
953	0.2151884968
954	0.2149726382
955	0.2148155176
956	0.2147072239
957	0.2144646711
958	0.2142956055
959	0.2141947023
960	0.2140201605
961	0.2139342649
962	0.2135755359
963	0.2133945628
964	0.2133024623
965	0.2131446877
966	0.2129314637
967	0.2128821931
968	0.2128092021
969	0.212618464
970	0.2124948782
971	0.2123351675
972	0.212257293
973	0.2120865156
974	0.2119588948
975	0.211645795
976	0.2113367014
977	0.2112882865
978	0.2112144964
979	0.2111054112
980	0.2110440218
981	0.2109025219
982	0.2107700438
983	0.2106099966
984	0.2104693879
985	0.2102942675
986	0.2101294507
987	0.209962444
988	0.209723663
989	0.2094936691
990	0.2093582529
991	0.209181032
992	0.209001788
993	0.2087976535
994	0.2086593233
995	0.2083596096
996	0.2082539704
997	0.2080390946
998	0.2077414517
999	0.2076209784
9
36
816
5098
92
