iter	Passed	Remaining
567	12120	9218
568	12141	9197
569	12164	9176
570	12182	9153
571	12198	9127
572	12218	9105
573	12239	9083
574	12262	9063
575	12289	9046
576	12308	9023
577	12328	9001
578	12353	8982
579	12373	8960
580	12394	8938
581	12411	8913
582	12430	8890
583	12453	8870
584	12471	8847
585	12494	8826
586	12519	8808
587	12546	8790
588	12566	8768
589	12597	8754
590	12622	8735
591	12652	8720
592	12678	8701
593	12694	8676
594	12718	8657
595	12741	8636
596	12760	8614
597	12778	8590
598	12795	8565
599	12815	8543
600	12849	8530
601	12893	8524
602	12921	8506
603	12941	8484
604	12958	8460
605	12983	8441
606	13032	8437
607	13048	8412
608	13071	8392
609	13095	8372
610	13118	8352
611	13145	8333
612	13163	8310
613	13184	8288
614	13201	8264
615	13216	8238
616	13233	8214
617	13250	8190
618	13269	8167
619	13289	8144
620	13306	8121
621	13333	8103
622	13360	8084
623	13384	8064
624	13404	8042
625	13423	8019
626	13447	7999
627	13467	7977
628	13485	7954
629	13504	7931
630	13528	7911
631	13550	7890
632	13566	7865
633	13584	7841
634	13618	7828
635	13635	7803
636	13664	7786
637	13685	7765
638	13709	7745
639	13736	7726
640	13773	7713
641	13795	7692
642	13822	7674
643	13842	7651
644	13856	7626
645	13871	7601
646	13889	7578
647	13912	7557
648	13933	7535
649	13951	7512
650	13970	7489
651	13988	7466
652	14001	7440
653	14016	7415
654	14033	7391
655	14054	7370
656	14076	7349
657	14096	7326
658	14113	7302
659	14131	7279
660	14149	7256
661	14166	7233
662	14182	7208
663	14197	7184
664	14217	7162
665	14231	7137
666	14251	7114
667	14269	7091
668	14289	7070
669	14307	7046
670	14325	7023
671	14342	7000
672	14360	6977
673	14379	6955
674	14396	6931
675	14416	6909
676	14441	6890
677	14460	6867
678	14481	6846
679	14497	6822
680	14515	6799
681	14530	6775
682	14548	6752
683	14562	6727
684	14582	6705
685	14601	6683
686	14619	6660
687	14631	6635
688	14646	6611
689	14664	6588
690	14685	6566
691	14702	6543
692	14724	6522
693	14750	6503
694	14771	6482
695	14788	6459
696	14803	6435
697	14825	6414
698	14845	6392
699	14870	6372
700	14888	6350
701	14908	6328
702	14935	6310
703	14955	6288
704	14971	6264
705	14989	6242
706	15013	6222
707	15039	6202
708	15057	6180
709	15075	6157
710	15093	6135
711	15109	6111
712	15125	6088
713	15140	6064
714	15157	6041
715	15175	6019
716	15191	5996
717	15205	5972
718	15223	5949
719	15247	5929
720	15263	5906
721	15285	5885
722	15305	5863
723	15328	5843
724	15346	5821
725	15369	5800
726	15391	5779
727	15413	5759
728	15432	5736
729	15454	5716
730	15472	5693
731	15497	5673
732	15520	5653
733	15539	5631
734	15558	5609
735	15577	5587
736	15593	5564
737	15612	5542
738	15630	5520
739	15647	5497
740	15663	5474
741	15675	5450
742	15686	5426
743	15699	5401
744	15709	5377
745	15720	5352
746	15731	5328
747	15743	5304
748	15759	5281
749	15771	5257
750	15784	5233
751	15797	5209
752	15810	5186
753	15823	5162
754	15835	5138
755	15848	5115
756	15860	5091
757	15876	5068
758	15887	5044
759	15900	5021
760	15913	4997
761	15926	4974
762	15939	4951
763	15951	4927
764	15963	4903
765	15974	4879
766	15986	4856
767	15998	4832
768	16011	4809
769	16022	4785
770	16034	4762
771	16046	4739
772	16061	4716
773	16074	4693
774	16085	4669
775	16096	4646
776	16109	4623
777	16126	4601
778	16140	4579
779	16156	4556
780	16169	4534
781	16188	4513
782	16205	4491
783	16220	4468
784	16231	4445
785	16245	4422
786	16266	4402
787	16280	4380
788	16293	4357
789	16316	4337
790	16338	4317
791	16359	4296
792	16374	4274
793	16389	4252
794	16407	4230
795	16421	4208
796	16438	4187
797	16452	4164
798	16464	4141
799	16475	4118
800	16488	4096
801	16504	4074
802	16518	4052
803	16531	4030
804	16546	4008
805	16562	3986
806	16574	3963
807	16586	3941
808	16601	3919
809	16615	3897
810	16629	3875
811	16644	3853
812	16657	3831
813	16670	3809
814	16685	3787
815	16702	3766
816	16716	3744
817	16731	3722
818	16747	3701
819	16761	3679
820	16781	3658
821	16800	3638
822	16817	3616
