iter	Passed	Remaining
710	3299	1341
711	3301	1335
712	3303	1329
713	3304	1323
714	3306	1318
715	3309	1312
716	3311	1306
717	3312	1301
718	3314	1295
719	3316	1289
720	3318	1284
721	3323	1279
722	3330	1276
723	3332	1270
724	3333	1264
725	3344	1262
726	3346	1256
727	3348	1251
728	3350	1245
729	3351	1239
730	3353	1234
731	3358	1229
732	3359	1223
733	3361	1218
734	3363	1212
735	3367	1207
736	3369	1202
737	3373	1197
738	3376	1192
739	3378	1187
740	3380	1181
741	3382	1176
742	3384	1170
743	3386	1165
744	3388	1159
745	3394	1155
746	3396	1150
747	3397	1144
748	3410	1143
749	3412	1137
750	3414	1132
751	3415	1126
752	3424	1123
753	3427	1118
754	3429	1112
755	3431	1107
756	3433	1102
757	3438	1097
758	3439	1092
759	3441	1086
760	3443	1081
761	3445	1076
762	3448	1071
763	3449	1065
764	3451	1060
765	3453	1054
766	3455	1049
767	3456	1044
768	3458	1038
769	3460	1033
770	3461	1028
771	3463	1023
772	3465	1017
773	3467	1012
774	3469	1007
775	3471	1001
776	3472	996
777	3474	991
778	3476	986
779	3478	981
780	3480	975
781	3482	970
782	3484	781	3568	994
782	3569	989
783	3571	984
784	786	3498	946
787	3500	786	3581	969
787	3583	964
788	3585	958
789	3586	953
790	3588	948
791	793	3514	792	794	3522	908
795	3523	903
796	3525	898
797	3527	892
798	3529	887
799	3530	882
800	3532	877
801	3533	800	802	3535	801	803	3537	802	804	3539	803	805	3543	852
806	3549	848
807	3553	844
808	3554	839
809	3556	834
810	3558	829
811	3563	824
812	3564	819
813	3566	812	3656	841
813	3658	835
814	3660	830
815	3663	826
816	3666	821
817	3668	816
818	3670	811
819	3671	806
820	3673	800
821	3675	795
822	3678	791
823	3680	786
824	3682	781
825	3685	776
826	3687	771
827	3689	766
828	3693	761
829	3695	756
830	3696	751
831	3706	748
832	3708	743
833	3710	738
834	3712	733
835	3713	728
836	3722	725
837	3724	720
838	3730	715
839	3732	710
840	3734	705
841	3735	701
842	3737	696
843	3742	691
844	3744	686
845	3746	681
846	3750	677
847	3752	672
848	3754	667
849	3756	662
850	3758	658
851	3760	653
852	3762	648
853	3764	643
854	3769	639
855	3771	634
856	3772	629
857	3774	624
858	3779	620
859	3781	615
860	3786	611
861	3788	606
862	3790	601
863	3792	596
864	3794	592
865	867	3721	866	868	3731	562
869	3736	558
870	3738	553
871	3740	549
872	3743	544
873	3747	540
874	3749	535
875	3751	531
876	3754	526
877	3756	522
878	3758	517
879	3760	512
880	3762	508
881	3764	503
882	3766	499
883	3768	494
884	3769	489
885	3771	485
886	3773	480
887	3775	476
888	3777	471
889	3779	467
890	3789	463
891	3793	459
892	3795	454
893	3796	450
894	3802	446
895	3804	441
896	3806	437
897	3808	432
898	3810	428
899	3812	423
