iter	Logloss
0	0.6893856005
1	0.6867436841
2	0.6824796095
3	0.6813199558
4	0.6774333857
5	0.6732547945
6	0.6701350089
7	0.6665376803
8	0.6627984567
9	0.6598044255
10	0.6576235985
11	0.6553557695
12	0.6516657282
13	0.6487143863
14	0.6458101244
15	0.6423939353
16	0.6389245381
17	0.6352193356
18	0.632146929
19	0.6292478206
20	0.6264023658
21	0.6232890042
22	0.6201066034
23	0.6169734947
24	0.6132436754
25	0.609822312
26	0.6076588479
27	0.604656087
28	0.601878397
29	0.5991993575
30	0.5967837127
31	0.5934535766
32	0.5908602987
33	0.5874732326
34	0.5847250337
35	0.5813849767
36	0.5798021801
37	0.5771507668
38	0.5744600977
39	0.5718176138
40	0.5688595639
41	0.5662747054
42	0.5636138329
43	0.5612998557
44	0.5584296575
45	0.5562147536
46	0.5536323464
47	0.5509303591
48	0.5480514311
49	0.5451835011
50	0.5425983156
51	0.540317771
52	0.5379040208
53	0.5346528722
54	0.5320362472
55	0.5295135999
56	0.5270002423
57	0.5248724265
58	0.5221928453
59	0.5198650157
60	0.5173825215
61	0.515093178
62	0.5129595787
63	0.5102261593
64	0.5078150218
65	0.5053083338
66	0.5032772072
67	0.5007796784
68	0.4988666423
69	0.4969092234
70	0.4943090218
71	0.4920345531
72	0.4895349381
73	0.4874530837
74	0.4849766365
75	0.4827482024
76	0.4809271556
77	0.4784648385
78	0.4761636938
79	0.4744083773
80	0.4725004875
81	0.4706811162
82	0.4688103227
83	0.4674640421
84	0.465979429
85	0.4638720074
86	0.4616892712
87	0.4598517092
88	0.4576587114
89	0.490	0.4507109897
91	0.4484441772
92	0.4465377581
93	0.493	0.4226794	0.4432143441
95	0.441495	0.4496	0.4394028026
97	0.437697	0.4405496892
98	0.4390425531
99	0.437134431
100	0.4356607109
101	0.4332613945
102	0.4313519228
103	0.4297649269
104	0.4278818714
105	0.4263340831
106	0.4246429853
107	0.4230236851
108	0.4217047521
109	0.4197572597
110	0.418175817
111	0.4166517915
112	0.414113	0.40113	0.413059050114	0.3828380188
115	0.3816542663
116	0.3797230943
117	0.3784983248
118	0.377157067
119	0.3755460765
120	0.3737284461
