iter	Passed	Remaining
780	10534	2954
781	10546	2940
782	10567	2928
783	10580	2915
784	10597	2902
785	10611	2889
786	10622	2875
787	10636	2861
788	10647	2847
789	10660	2833
790	10670	2819
791	10685	2806
792	10697	2792
793	10706	2777
794	10726	2765
795	10747	2754
796	10759	2740
797	10773	2727
798	10786	2713
799	10812	2703
800	10829	2690
801	10844	2677
802	10855	2663
803	10868	2649
804	10885	2636
805	10900	2623
806	10921	2611
807	10939	2599
808	10960	2587
809	10985	2576
810	11007	2565
811	11022	2552
812	11037	2538
813	11051	2525
814	11066	2512
815	11079	2498
816	11089	2483
817	11099	2469
818	11110	2455
819	11119	2440
820	11131	2427
821	11149	2414
822	11165	2401
823	11177	2387
824	11191	2373
825	11199	2359
826	11213	2345
827	11226	2332
828	11234	2317
829	11244	2303
830	11258	2289
831	11268	2275
832	11283	2262
833	11296	2248
834	11308	2234
835	11317	2220
836	11326	2205
837	11335	2191
838	11344	2177
839	11356	2163
840	11368	2149
841	11381	2135
842	11390	2121
843	11401	2107
844	11411	2093
845	11419	2078
846	11432	2065
847	11444	2051
848	11457	2037
849	11469	2023
850	11477	2009
851	11492	1996
852	11501	1982
853	11508	1967
854	11524	1954
855	11534	1940
856	11545	1926
857	11558	1912
858	11571	1899
859	11581	1885
860	11597	1872
861	11609	1858
862	11626	1845
863	11638	1831
864	11648	1818
865	11664	1804
866	11679	1791
867	11692	1778
868	11705	1764
869	11717	1750
870	11725	1736
871	11736	1722
872	11746	1708
873	11755	1694
874	11768	1681
875	11777	1667
876	11785	1652
877	11795	1639
878	11803	1624
879	11818	1611
880	11828	1597
881	11838	1583
882	11844	1569
883	11851	1555
884	11863	1541
885	11877	1528
886	11886	1514
887	11899	1500
888	11910	1487
889	11920	1473
890	11931	1459
891	11941	1445
892	11950	1431
893	11964	1418
894	11968	1404
895	11977	1390
896	11988	1376
897	11999	1362
898	12008	1349
899	12019	1335
900	12029	1321
901	12038	1307
902	12050	1294
903	12061	1280
904	12074	1267
905	12085	1253
906	12099	1240
907	12110	1227
908	12118	1213
909	12137	1200
910	12150	1187
911	12157	1173
912	12170	1159
913	12179	1146
914	12192	1132
915	12204	1119
916	12211	1105
917	12223	1091
918	12235	1078
919	12250	1065
920	12261	1051
921	12272	1038
922	12280	1024
923	12285	1010
924	12294	996
925	12302	983
926	12308	969
927	12317	955
928	12322	941
929	12327	927
930	12333	914
931	12341	900
932	12348	886
933	12357	873
934	12364	859
935	12371	845
936	12380	832
937	12390	819
938	12398	805
939	12406	791
940	12415	778
941	12424	764
942	12433	751
943	12440	738
944	12446	724
945	12453	710
946	12460	697
947	12467	683
948	12474	670
949	12480	656
950	12486	643
951	12493	629
952	12499	616
953	12504	602
954	12509	589
955	12513	575
956	12518	562
957	12523	549
958	12526	535
959	12529	522
960	12534	508
961	12537	495
962	12540	481
963	12544	468
964	12547	455
965	12550	441
966	12553	428
967	12569	415
968	12574	402
969	12580	389
