iter	RMSE
841	205.8140178
842	205.7455562
843	205.6627302
844	205.569117
845	205.5419344
846	205.5347936
847	205.4019226
848	205.3685302
849	205.2953729
850	205.2677694
851	205.0916799
852	204.9382533
853	204.8451832
854	204.8377687
855	204.7406344
856	204.6925768
857	204.5822583
858	204.5287284
859	204.4601547
860	204.3473195
861	204.3232999
862	204.2307416
863	204.2242232
864	204.1950004
865	204.1884587
866	204.1774843
867	204.079515
868	204.0279099
869	204.022169
870	203.980866
871	203.9410483
872	203.9350865
873	203.9293154
874	203.9233504
875	203.714666
876	203.6219962
877	203.6148002
878	203.5148126
879	203.4693756
880	203.3986311
881	203.3273972
882	203.2997232
883	203.2944318
884	203.20977
885	203.0805379
886	202.982878
887	202.896673
888	202.8546592
889	202.8480255
890	202.7663275
891	202.6531109
892	202.5864242
893	202.5571441
894	202.5122675
895	202.5058432
896	202.4442387
897	202.329356
898	202.289104
899	202.1978626
900	202.1643099
901	202.1483825
902	202.083919
903	202.0782651
904	202.0052521
905	201.9791384
906	201.9356105
907	201.8723303
908	201.8149418
909	201.7762656
910	201.7200132
911	201.6610249
912	201.5475532
913	201.421294
914	201.3408159
915	201.3278131
916	201.2954049
917	201.2629575
918	201.1761457
919	201.1102383
920	201.0101269
921	200.9515609
922	200.8698992
923	200.8335148
924	200.6384715
925	200.5253849
926	200.4805362
927	200.4449166
928	200.2890515
929	200.2792489
930	200.2735795
931	200.2691171
932	200.1506287
933	200.0119722
934	199.9695043
935	199.9032047
936	199.8656026
937	199.8039155
938	199.7381662
939	199.7327487
940	199.6417716
941	199.605763
942	199.5446925
943	199.4253501
944	199.359513
945	199.3548798
946	199.3502427
947	199.3458298
948	199.2710403
949	199.2379401
950	199.2333208
951	199.0920946
952	199.0702002
953	199.0647217
954	199.0538515
955	199.0053581
956	198.9322151
957	198.8328332
958	198.7674515
959	198.7636616
960	198.6773381
961	198.5689711
962	198.4828348
963	198.3703543
964	198.3290783
965	198.2971554
966	198.2853751
967	198.232412
968	198.1546713
969	198.1299082
970	198.0047238
971	197.9235603
972	197.8620005
973	197.8068577
974	197.7533088
975	197.7334254
976	197.6627273
977	197.6534331
978	197.590519
979	197.5440219
980	197.5112889
981	197.5061091
982	197.4288055
983	197.3949001
984	197.366488
985	197.3235743
986	197.2756055
987	197.2677457
988	197.2058838
989	197.160990	1990	197.146991	183.79354599992	183.7630162
993	183.7355139994	183.6992024994	198.9995516
995	198.9422525
9997	183.45306379998	183.37988159999	183.331794999	198.7602464
99	182.7889608
